Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date
MH311874,GenBank,set:MH311874,Bovine viral diarrhea virus 1b,Pestivirus bovis,B2A d168,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-06-16,2018-06-30
MH311875,GenBank,set:MH311875,Bovine viral diarrhea virus 1b,Pestivirus bovis,B3A d168,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-06-27,2018-06-30
MH311876,GenBank,set:MH311876,Bovine viral diarrhea virus 1b,Pestivirus bovis,B4A d84,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-04-14,2018-06-30
MH311877,GenBank,set:MH311877,Bovine viral diarrhea virus 1b,Pestivirus bovis,B4A d168,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-07-05,2018-06-30
MH311878,GenBank,set:MH311878,Bovine viral diarrhea virus 1b,Pestivirus bovis,B5A d84,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-04-14,2018-06-30
MH311879,GenBank,set:MH311879,Bovine viral diarrhea virus 1b,Pestivirus bovis,B5A d168,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-07-05,2018-06-30
MH311880,GenBank,set:MH311880,Bovine viral diarrhea virus 1b,Pestivirus bovis,B6A d84,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-06-16,2018-06-30
MH311881,GenBank,set:MH311881,Bovine viral diarrhea virus 1b,Pestivirus bovis,B6A d168,11694,partial,USA,NA,Bos taurus,blood,"Kuca,T., Passler,T., Newcomer,B.W., Neill,J.D., Galik,P.K., Riddell,K.P., Zhang,Y., Walz,P.H.","Auburn University, Clinical Sciences",USA,2016-09-16,2018-06-30
MH379638,GenBank,set:MH379638,Bovine viral diarrhea virus 1,Pestivirus bovis,Ho916,12192,complete,United Kingdom,NA,Bos taurus,NA,"Riitho,V., Larska,M., Strong,R., La Rocca,S.A., Locker,N., Alenius,S., Steinbach,F., Liu,L., Uttenthal,A., Graham,S.P., Pulman,E.","Animal and Plant Health Agency, Virology",NA,1993,2018-06-27
MF377344,GenBank,set:MF377344,Atypical porcine pestivirus,Pestivirus scrofae,NA,11556,partial,China,NA,Sus scrofa,NA,"Bian,T., Huang,J., Zhou,L., Ge,X., Han,J., Guo,X., Yang,H.","China Agricultural University, Key Laboratory of Animal Epidemiology of the Ministry of Agriculture, College of Veterinary Medicine and State Key Laboratory of Agrobiotechnology",China,2017,2018-05-26
MF149061,GenBank,set:MF149061,Classical swine fever virus,Pestivirus suis,SD2014-1,12296,complete,China,NA,Sus scrofa,tissue,"Liu,C., Zhang,H., Chen,J., Zhai,H., Peng,J., Wang,c., Wang,Q., Xiang,L., Kan,Y., Leng,C., Tian,Z.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2014-12,2018-04-30
MF149062,GenBank,set:MF149062,Classical swine fever virus,Pestivirus suis,SD2014-2,12296,complete,China,NA,Sus scrofa,NA,"Liu,C.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2014-12,2018-04-30
MF149063,GenBank,set:MF149063,Classical swine fever virus,Pestivirus suis,SD2014-3,12296,complete,China,NA,Sus scrofa,NA,"Liu,C., Zhang,H., Chen,J., Xiang,L., Wang,C., Zhai,H., Kan,Y., Peng,J., Wang,Q., Leng,C., Tian,Z.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2014-12,2018-04-30
MH102210,GenBank,set:MH102210,Atypical porcine pestivirus,Pestivirus scrofae,GX04/2017,11534,partial,China,NA,Sus scrofa,NA,"Pan,S., Wang,M., Shi,K., Chen,Z.","Yangzhou University, College of Veterinary Medicine",China,2017-11,2018-04-29
MF679604,GenBank,set:MF679604,Classical swine fever virus,Pestivirus suis,CN-FJLY,12296,complete,China: Fujian,NA,Sus scrofa,"lymph, spleen, kidney","Liu,J., Wei,C., Dai,A., Lin,Z., Fan,K., Fan,J., Luo,M., Yang,X.","Longyan University, College of Life Sciences",China,2013,2018-04-22
MG792803,GenBank,set:MG792803,Atypical porcine pestivirus,Pestivirus scrofae,JX-JM01-2018A01,11526,complete,"China: Yifeng, Jiangxi",NA,Sus scrofa,"spleen, abdominal cavity","Wu,S., Wang,Z., Zhang,W., Deng,S.","Jiangxi Jin Yi Bo Biological Technology Co., Ltd., Laboratory",China,2016-03,2018-04-07
LC374604,GenBank,set:LC374604,Classical swine fever virus,Pestivirus suis,NA,12298,complete,Viet Nam,NA,Sus scrofa,NA,"Tran,H.T., Dang,H.V., Nguyen,D.T., Miyazawa,K., Kokuho,T., Tran,T.H., Dang,V.H., Nguyen,T.D.","Animal disease control and prevention; 3-1-5 Kannondai, Tsukuba, Ibaraki 305-0856",Japan,1991,2018-03-27
MF150640,GenBank,set:MF150640,Classical swine fever virus,Pestivirus suis,HB150309,12295,complete,China,NA,Sus scrofa,NA,"Zhang,H., Leng,C., Feng,L., Liu,C., Chen,J., Bai,Y., Li,Z., Wang,Q., Peng,J., An,T., Xiang,L., Li,M., Zhai,H., Kan,Y., Yang,X., Cai,X., Tian,Z., Tong,G.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2015,2018-03-17
MF150641,GenBank,set:MF150641,Classical swine fever virus,Pestivirus suis,HLJ1,12295,complete,China,NA,Sus scrofa,NA,"Zhang,H., Leng,C., Feng,L., Liu,C., Chen,J., Bai,Y., Li,Z., Wang,Q., Peng,J., An,T., Xiang,L., Li,M., Zhai,H., Kan,Y., Yang,X., Cai,X., Tian,Z., Tong,G.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2015,2018-03-17
MF150642,GenBank,set:MF150642,Classical swine fever virus,Pestivirus suis,JL150418,12295,complete,China,NA,Sus scrofa,NA,"Zhang,H., Leng,C., Feng,L., Liu,C., Chen,J., Bai,Y., Li,Z., Wang,Q., Peng,J., An,T., Xiang,L., Li,M., Zhai,H., Kan,Y., Yang,X., Cai,X., Tian,Z., Tong,G.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2015,2018-03-17
MF150643,GenBank,set:MF150643,Classical swine fever virus,Pestivirus suis,NK150425,12295,complete,China,NA,Sus scrofa,NA,"Zhang,H., Leng,C., Feng,L., Liu,C., Chen,J., Bai,Y., Li,Z., Wang,Q., Peng,J., An,T., Xiang,L., Li,M., Zhai,H., Kan,Y., Yang,X., Cai,X., Tian,Z., Tong,G.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2015,2018-03-17
MF150644,GenBank,set:MF150644,Classical swine fever virus,Pestivirus suis,SDLS1410,12296,complete,China,NA,Sus scrofa,NA,"Zhang,H., Leng,C., Feng,L., Liu,C., Chen,J., Bai,Y., Li,Z., Wang,Q., Peng,J., An,T., Xiang,L., Li,M., Zhai,H., Kan,Y., Yang,X., Cai,X., Tian,Z., Tong,G.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2014,2018-03-17
MF150645,GenBank,set:MF150645,Classical swine fever virus,Pestivirus suis,SDSG1410,12295,complete,China,NA,Sus scrofa,NA,"Zhang,H., Leng,C., Feng,L., Liu,C., Chen,J., Bai,Y., Li,Z., Wang,Q., Peng,J., An,T., Xiang,L., Li,M., Zhai,H., Kan,Y., Yang,X., Cai,X., Tian,Z., Tong,G.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2014,2018-03-17
MF150646,GenBank,set:MF150646,Classical swine fever virus,Pestivirus suis,SDZC150601,12295,complete,China,NA,Sus scrofa,NA,"Zhang,H., Leng,C., Feng,L., Liu,C., Chen,J., Bai,Y., Li,Z., Wang,Q., Peng,J., An,T., Xiang,L., Li,M., Zhai,H., Kan,Y., Yang,X., Cai,X., Tian,Z., Tong,G.","Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2015,2018-03-17
MF172980,GenBank,set:MF172980,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,11691,partial,China,NA,Bos grunniens,NA,"Ma,X., Zhou,X., Ma,P., Chang,Q.","The Key Laboratory of Bioengineering & Biotechnology of the State Ethnic Affairs Commission, Northwest Minzu University",China,2012-02-10,2018-03-03
MG879027,GenBank,set:MG879027,Bovine viral diarrhea virus 2,Pestivirus tauri,NA,12273,complete,Italy,NA,Bos taurus,NA,"Colitti,B., Nogarol,C., Bertolotti,L., Rosati,S.","University of Torino, Veterinary Science",Italy,2014,2018-02-09
MF167290,GenBank,set:MF167290,Atypical porcine pestivirus 1,Pestivirus scrofae,Ger-NRW_CT-59,10908,partial,Germany,NA,Sus scrofa,NA,"Postel,A., Meyer,D., Cagatay,G.N., Feliziani,F., De Mia,G.M., Fischer,N., Grundhoff,A., Milicevic,V., Deng,M.C., Chang,C.Y., Qiu,H.J., Sun,Y., Wendt,M., Becher,P.","University of Veterinary Medicine, EU and OIE Reference Laboratory for Classical Swine Fever, Institute of Virology, Department of Infectious Diseases",Germany,2015,2018-01-09
MF167291,GenBank,set:MF167291,Atypical porcine pestivirus 1,Pestivirus scrofae,Ger-NRW_L277,10908,partial,Germany,NA,Sus scrofa,NA,"Postel,A., Meyer,D., Cagatay,G.N., Feliziani,F., De Mia,G.M., Fischer,N., Grundhoff,A., Milicevic,V., Deng,M.C., Chang,C.Y., Qiu,H.J., Sun,Y., Wendt,M., Becher,P., Cagatay,G.","University of Veterinary Medicine, EU and OIE Reference Laboratory for Classical Swine Fever, Institute of Virology, Department of Infectious Diseases",Germany,2016,2018-01-09
MF167292,GenBank,set:MF167292,Atypical porcine pestivirus 1,Pestivirus scrofae,CN-CQ_11/39,10815,partial,China,NA,Sus scrofa,NA,"Postel,A., Meyer,D., Cagatay,G.N., Feliziani,F., De Mia,G.M., Fischer,N., Grundhoff,A., Milicevic,V., Deng,M.C., Chang,C.Y., Qiu,H.J., Sun,Y., Wendt,M., Becher,P., Cagatay,G.","University of Veterinary Medicine, EU and OIE Reference Laboratory for Classical Swine Fever, Institute of Virology, Department of Infectious Diseases",Germany,2014,2018-01-09
KY370099,GenBank,set:KY370099,Rodent pestivirus,Rodent pestivirus,RtNe-PestV/SC2014,11644,partial,China,NA,Niviventer excelsior,NA,"Wu,Z., Lu,L., Du,J., Yang,L., Ren,X., Liu,B., Jiang,J., Yang,J., Dong,J., Sun,L., Zhu,Y., Li,Y., Zheng,D., Zhang,C., Su,H., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Yang,F., Daszak,P., Wang,J., Liu,Q., Jin,Q.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, MOH Key Laboratory of Systems Biology of Pathogens",China,2014-07,2017-12-31
KY370100,GenBank,set:KY370100,Rodent pestivirus,Rodent pestivirus,RtAp-PestV/JL2014,12768,partial,China,NA,Apodemus peninsulae,NA,"Wu,Z., Lu,L., Du,J., Yang,L., Ren,X., Liu,B., Jiang,J., Yang,J., Dong,J., Sun,L., Zhu,Y., Li,Y., Zheng,D., Zhang,C., Su,H., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Yang,F., Daszak,P., Wang,J., Liu,Q., Jin,Q.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, MOH Key Laboratory of Systems Biology of Pathogens",China,2014-08,2017-12-31
KY370101,GenBank,set:KY370101,Rodent pestivirus,Rodent pestivirus,RtNn-PestV/HuB2014,13220,partial,China,NA,Niviventer niviventer,NA,"Wu,Z., Lu,L., Du,J., Yang,L., Ren,X., Liu,B., Jiang,J., Yang,J., Dong,J., Sun,L., Zhu,Y., Li,Y., Zheng,D., Zhang,C., Su,H., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Yang,F., Daszak,P., Wang,J., Liu,Q., Jin,Q.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, MOH Key Laboratory of Systems Biology of Pathogens",China,2014-12,2017-12-31
KY370102,GenBank,set:KY370102,Rodent pestivirus,Rodent pestivirus,RtAd-PestV/SAX2015,11551,partial,China,NA,Apodemus draco,NA,"Wu,Z., Lu,L., Du,J., Yang,L., Ren,X., Liu,B., Jiang,J., Yang,J., Dong,J., Sun,L., Zhu,Y., Li,Y., Zheng,D., Zhang,C., Su,H., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Yang,F., Daszak,P., Wang,J., Liu,Q., Jin,Q.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, MOH Key Laboratory of Systems Biology of Pathogens",China,2015-06,2017-12-31
KY370103,GenBank,set:KY370103,Rodent pestivirus,Rodent pestivirus,RtNn-PestV/SAX2015,11435,partial,China,NA,Niviventer niviventer,NA,"Wu,Z., Lu,L., Du,J., Yang,L., Ren,X., Liu,B., Jiang,J., Yang,J., Dong,J., Sun,L., Zhu,Y., Li,Y., Zheng,D., Zhang,C., Su,H., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Yang,F., Daszak,P., Wang,J., Liu,Q., Jin,Q.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, MOH Key Laboratory of Systems Biology of Pathogens",China,2015-06,2017-12-31
LT968777,GenBank,set:LT968777,Bovine viral diarrhea virus 1,Pestivirus bovis,MA/101/05,12225,complete,Italy,NA,Bos taurus,NA,"Bazzucchi,M.","National Swine Fever Reference Center, Istituto Zooprofilattico Umbria-Marche, Via G. Salvemini, 1, 06126",Italy,2005,2017-12-20
KY475592,GenBank,set:KY475592,Atypical porcine pestivirus,Pestivirus scrofae,APPV-China/GZ01/2016,11304,partial,China,NA,Sus scrofa,NA,"Shen,H.-Q., Liu,X.-C., Zhang,P.-F., Wang,L., Liu,Y.-L., Zhang,L.-Y., Liang,P.-S., Song,C.-X.","South China Agriculture University, College of Animal Science",China,2016-12,2017-11-28
KY475593,GenBank,set:KY475593,Atypical porcine pestivirus,Pestivirus scrofae,APPV-China/GD-SD/2016,11464,partial,China,NA,Sus scrofa,NA,"Shen,H.-Q., Liu,X.-C., Zhang,P.-F., Wang,L., Liu,Y.-L., Zhang,L.-Y., Liang,P.-S., Song,C.-X.","South China Agriculture University, College of Animal Science",China,2016-12,2017-11-28
KT896495,GenBank,set:KT896495,Bovine viral diarrhea virus 1m,Pestivirus bovis,LN-1,12269,complete,China,NA,Bos taurus,NA,"Zhang,S.","Institute of Special Economic Animal and Plant Sciences, Chinese Academy of Agricultural Sciences, State Key Laboratory for Molecular Biology of Special Economic Animals",China,2014,2017-10-31
KY964311,GenBank,set:KY964311,Bovine viral diarrhea virus 1b,Pestivirus bovis,Y2,12306,complete,China,NA,Cervidae,NA,"Hong,K., Diao,N.-C., Shi,K., Du,R.","Jilin Agricultural University, College of Animal Science & Technology",China,2014,2017-10-25
MF166858,GenBank,set:MF166858,Bovine viral diarrhea virus 1,Pestivirus bovis,fecal,12255,complete,China: Qinghai-Tibetan Plateau,NA,Bos grunniens,NA,"Chen,X.","Southwest University for Nationalities, College of Life Science and Technology",China,2015-01,2017-10-24
MF693403,GenBank,set:MF693403,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12178,complete,China: Qinghai-Tibetan Plateau,NA,Bos grunniens,feces,"Chen,X.","Southwest University for Nationalities, College of Life Science and Technology",China,2016,2017-10-07
LT907991,GenBank,set:LT907991,Bovine viral diarrhea virus 1,Pestivirus bovis,VE/138cp/05,12681,complete,Italy,NA,Bos taurus,NA,"Bazzucchi,M.","National Swine Fever Reference Center, Istituto Zooprofilattico Umbria-Marche, Via G. Salvemini, 1, 06126",Italy,2005,2017-10-02
LT907992,GenBank,set:LT907992,Bovine viral diarrhea virus 1,Pestivirus bovis,VE/138ncp/05,12258,complete,Italy,NA,Bos taurus,NA,"Bazzucchi,M.","National Swine Fever Reference Center, Istituto Zooprofilattico Umbria-Marche, Via G. Salvemini, 1, 06126",Italy,2005,2017-10-02
MF102260,GenBank,set:MF102260,Border disease virus,Pestivirus ovis,R4785/06,12318,complete,Switzerland,NA,Bos taurus,blood,"Stalder,H., Marti,S., Flueckiger,F., Reveney,N., Hofmann,M.A., Schweizer,M.","University of Bern, Institute of Virology and Immunology (IVI)",Switzerland,2006,2017-09-30
MF102261,GenBank,set:MF102261,Border disease virus,Pestivirus ovis,R9336/11,12311,complete,Switzerland,NA,Bos taurus,blood,"Stalder,H., Marti,S., Flueckiger,F., Reveney,N., Hofmann,M.A., Schweizer,M.","University of Bern, Institute of Virology and Immunology (IVI)",Switzerland,2011,2017-09-30
MF102262,GenBank,set:MF102262,Border disease virus,Pestivirus ovis,BD35-15,12309,complete,Switzerland,NA,Sus scrofa,blood,"Stalder,H., Marti,S., Flueckiger,F., Reveney,N., Hofmann,M.A., Schweizer,M.","University of Bern, Institute of Virology and Immunology (IVI)",Switzerland,2015,2017-09-30
KX870109,GenBank,set:KX870109,Classical swine fever virus,Pestivirus suis,KU16Y,12104,partial,South Korea,NA,Sus scrofa,NA,"Yoo,S.J., Kwon,T., Kang,K., Lyoo,Y.S.","College of Veterinary Medicine, Konkuk University, Department of Pathology",South Korea,2016-09-02,2017-09-11
MF278651,GenBank,set:MF278651,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,11742,partial,China,NA,Bos taurus,feces,"Wei,X., Luo,R., Zhou,H., Sizhu,S.","Tibet Agricultural and Animal Husbandry College and Huazhong Agricultural University, Department of Animal Science",China,2016,2017-09-04
MF278652,GenBank,set:MF278652,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,11697,partial,China,NA,Bos taurus,feces,"Wei,X., Luo,R., Zhou,H., Sizhu,S.","Tibet Agricultural and Animal Husbandry College and Huazhong Agricultural University, Department of Animal Science",China,2016,2017-09-04
MS946453,GenBank,set:MS946453,Classical swine fever virus,Pestivirus suis,NA,11550,partial,NA,NA,NA,NA,"VICTORIA,J.G., PATTERSON,A.R., VISEK,C.A., IYER,A.V., HOBBS,L.A., ARRUDA,B.L., ARRUDA,P.H.E., MAGSTADT,D.R., SCHWARTZ,K.J.",NA,NA,NA,2017-07-12
KY762287,GenBank,set:KY762287,Bovine viral diarrhea virus 3,Pestivirus brazilense,NA,12239,complete,Brazil,NA,Bos taurus,blood,"Mosena,A.C.S., Cibulski,S.P., Weber,M.N., Silveira,S., Silva,M.S., Mayer,F.Q., Roehe,P.M., Canal,C.W.","UFRGS, Laboratorio de Virologia Veterinaria",Brazil,2012,2017-07-06
KY767958,GenBank,set:KY767958,Bovine viral diarrhea virus 3,Pestivirus brazilense,NA,12266,complete,Brazil,NA,Bos taurus,blood,"Mosena,A.C.S., Cibulski,S.P., Weber,M.N., Silveira,S., Silva,M.S., Mayer,F.Q., Roehe,P.M., Canal,C.W.","UFRGS, Laboratorio de Virologia Veterinaria",Brazil,2007,2017-07-06
KY436034,GenBank,set:KY436034,Linda virus,Pestivirus L,NA,12614,complete,Austria,NA,Sus scrofa,NA,"Lamp,B., Schwarz,L., Hogler,S., Riedel,C., Sinn,L., Rebel-Bauder,B., Weissenbock,H., Ladinig,A., Rumenapf,T., Ruemenapf,T.","Vetmeduni Vienna, Dep. of Pathobiology, Institute of Virology",Austria,2015,2017-06-27
KY612413,GenBank,set:KY612413,Atypical porcine pestivirus 1,Pestivirus scrofae,NA,11043,partial,China: Guangdong,NA,Sus scrofa,NA,"Zhang,K.Z., Ge,S.K., Liu,J.X., Ning,Z.Y.","South China Agricultural University, College of Veterinary Medicine",China,2016-11-15,2017-06-26
KY860615,GenBank,set:KY860615,Classical swine fever virus,Pestivirus suis,CSFV212L-13,12300,complete,India,NA,Sus scrofa,NA,"Tomar,N., Sharma,V., Saikumar,G., Ray,P.K., John,J.K.","Indian Veterinary Research Institute, Pathology",India,2013,2017-06-21
LT593748,GenBank,set:LT593748,Classical swine fever virus,Pestivirus suis,Alfort-p447 T1-DP43C10L,12295,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2007,2017-06-21
LT593749,GenBank,set:LT593749,Classical swine fever virus,Pestivirus suis,CSFV/2.3/wb/CSF1045/2009/Roesrath T3-Inoculum,12296,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2011,2017-06-21
LT593750,GenBank,set:LT593750,Classical swine fever virus,Pestivirus suis,CSFV/2.3/wb/CSF1045/2009/Roesrath T3-WB15C14L,12296,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2012,2017-06-21
LT593751,GenBank,set:LT593751,Classical swine fever virus,Pestivirus suis,CSFV/2.3/wb/CSF1045/2009/Roesrath T3-DP53AL14L,12296,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2012,2017-06-21
LT593752,GenBank,set:LT593752,Classical swine fever virus,Pestivirus suis,CSF1047 T2-DP368AL14B,12266,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2011,2017-06-21
LT593753,GenBank,set:LT593753,Classical swine fever virus,Pestivirus suis,CSF1047 T2-Inoculum-pass4,12266,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2007,2017-06-21
LT593754,GenBank,set:LT593754,Classical swine fever virus,Pestivirus suis,Alfort-p447 T1-DP43C44S,12295,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2007,2017-06-21
LT593755,GenBank,set:LT593755,Classical swine fever virus,Pestivirus suis,CSF1047 T2-DP366C41B,12266,complete,Germany,NA,Sus scrofa,NA,"Hoeper,D.","Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2011,2017-06-21
