Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date,Molecule_type
PV626358,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,Illcfull,12310,partial,USA: Illinois,IL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986-02-06,2025-05-21,ssRNA(+)
PV626359,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,FD187-00,12305,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,,2025-05-21,ssRNA(+)
PV626360,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,Draper,12224,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-12-03,2025-05-21,ssRNA(+)
PV626361,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,CaliSpl,12302,partial,USA: California,CA,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-06,2025-05-21,ssRNA(+)
PV626362,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,Alliance,12245,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-12-07,2025-05-21,ssRNA(+)
PV626363,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,850890,12185,partial,USA: Alabama,AL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2020-08-11,2025-05-21,ssRNA(+)
PV626364,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,325271,12213,partial,USA: Alabama,AL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2020-08-11,2025-05-21,ssRNA(+)
PV626365,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,319920,12203,partial,USA: Alabama,AL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2020-08-11,2025-05-21,ssRNA(+)
PV626366,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,31583,12166,partial,USA: Alabama,AL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2017-12-15,2025-05-21,ssRNA(+)
PV626367,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,31501,12210,partial,USA: Alabama,AL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2017-12-15,2025-05-21,ssRNA(+)
PV626368,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,9762,12241,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986-04-30,2025-05-21,ssRNA(+)
PV626369,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,33330Spl,14814,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-13,2025-05-21,ssRNA(+)
PV626370,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,2784,12118,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21,ssRNA(+)
PV626371,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,2321,12037,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1988-11-04,2025-05-21,ssRNA(+)
PV626372,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,2291c,12205,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-13,2025-05-21,ssRNA(+)
PV626373,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,2110c,12310,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-07,2025-05-21,ssRNA(+)
PV626374,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,967c,12310,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-06-30,2025-05-21,ssRNA(+)
PV626375,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,967,12266,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1988-10-21,2025-05-21,ssRNA(+)
PV626376,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,639 1,12278,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1985-11-26,2025-05-21,ssRNA(+)
PV626377,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,144,12529,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21,ssRNA(+)
PV626378,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1b,15-262,12183,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990-01-08,2025-05-21,ssRNA(+)
PV626379,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,N2,12179,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1987-12-25,2025-05-21,ssRNA(+)
PV626380,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,GL760,12374,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2016,2025-05-21,ssRNA(+)
PV626381,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,BAOEC1190,11741,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2007-04-02,2025-05-21,ssRNA(+)
PV626382,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,BAOEC5F1550,12252,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2007-10-31,2025-05-21,ssRNA(+)
PV626383,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,110789,11806,partial,USA: Washington,WA,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-12-12,2025-05-21,ssRNA(+)
PV626384,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,88055c,12573,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1988-09-20,2025-05-21,ssRNA(+)
PV626385,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,23776c,11710,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-08-03,2025-05-21,ssRNA(+)
PV626386,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,23776,12297,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1993-08-03,2025-05-21,ssRNA(+)
PV626387,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,14908c,12171,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-05-23,2025-05-21,ssRNA(+)
PV626388,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,11957c,12310,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990,2025-05-21,ssRNA(+)
PV626389,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,11957,12342,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990,2025-05-21,ssRNA(+)
PV626390,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,9657c,12258,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2002-08-16,2025-05-21,ssRNA(+)
PV626391,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,9657,12454,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-11-03,2025-05-21,ssRNA(+)
PV626392,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,9443,12258,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-03-31,2025-05-21,ssRNA(+)
PV626393,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,7443,12305,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1986-10-10,2025-05-21,ssRNA(+)
PV626394,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,2645c,12257,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2003-10-07,2025-05-21,ssRNA(+)
PV626395,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,2219,12307,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2006-09-19,2025-05-21,ssRNA(+)
PV626396,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,2052,12299,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-10-27,2025-05-21,ssRNA(+)
PV626397,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,2000-2210,11874,partial,USA: Washington,WA,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2000-09-19,2025-05-21,ssRNA(+)
PV626398,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,1687c,12252,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1994-07-26,2025-05-21,ssRNA(+)
PV626399,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,407,11857,partial,USA: Alabama,AL,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2016-11-30,2025-05-21,ssRNA(+)
PV626400,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,371F,11815,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2006-07-11,2025-05-21,ssRNA(+)
PV626401,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,190c,11806,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-10-05,2025-05-21,ssRNA(+)
PV626402,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,92x2Sen78,11788,partial,USA: South Dakota,SD,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2019-03-05,2025-05-21,ssRNA(+)
PV626403,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,92-27854,12211,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-11-06,2025-05-21,ssRNA(+)
PV626404,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,88-6675c,12296,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1989-12-07,2025-05-21,ssRNA(+)
PV626405,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,15-735,12046,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1990-08-23,2025-05-21,ssRNA(+)
PV626406,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,Olinger22039c,12789,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-02-28,2025-05-21,ssRNA(+)
PV626407,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,MSV2B-8c,12270,partial,USA: Iowa,IA,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1992-10-05,2025-05-21,ssRNA(+)
PV626408,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,CSU454c,12102,partial,USA: Colorado,CO,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,2005-07-14,2025-05-21,ssRNA(+)
PV626409,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,B4007c,12254,partial,USA: Wyoming,WY,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1996-07-16,2025-05-21,ssRNA(+)
PV626410,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV1a,4310-BC,12279,partial,USA,,Bos taurus,,"Holthausen,D.J., Bayles,D.O., Neill,J.D., Dassanayake,R.P., Falkenberg,S.M., Menghwar,H., Casas,E.","USDA/ARS, RDIRU",USA,1995-08-30,2025-05-21,ssRNA(+)
PV554201,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,D5846/2/21,12214,partial,Hungary,,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",,2021,2025-05-12,ssRNA(+)
PV554202,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,D5960/6/21,12130,partial,Hungary,,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",,2021,2025-05-12,ssRNA(+)
PV554203,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,D5995/6070/21,12255,partial,Hungary,,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",,2021,2025-05-12,ssRNA(+)
PV554204,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,D7091/1/23,12179,partial,Hungary,,Bos taurus,ovary,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",,2023,2025-05-12,ssRNA(+)
PV554205,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,D7091/1/23,12096,partial,Hungary,,Bos taurus,blood,"Kiss,I., Kaszab,E., Bali,K., Varga-Kugler,R., Callison,S., Moormeier,D.E., Cubas-Gaona,L., Homonnay,Z., Banyai,K., Dobos,A.","Department of Microbiology and Infectious Diseases, University of Veterinary Medicine Budapest",,2023,2025-05-12,ssRNA(+)
PV541660,GenBank,,Bovine viral diarrhea virus 2,Pestivirus tauri,,BVDV2_OV853,12273,complete,USA,,Odocoileus virginianus,"spleen, abdominal cavity","Cheng,A.-C., Viadanna,P.H.O., White,Z.S., Moquin,T.L., Loeb,J.C., Goodfriend,O.F., Wilson,K.N., Lednicky,J.A., Bittar,J.H.J., Waltzek,T.B., Wisely,S.M., Subramaniam,K., Krauer,J.M.C.","University of Florida, Department of Infectious Diseases and Immunology",USA,2018,2025-04-23,ssRNA(+)
PV541661,GenBank,,Bovine viral diarrhea virus 2,Pestivirus tauri,,BVDV2_OV856,12273,complete,USA,,Odocoileus virginianus,"spleen, abdominal cavity","Cheng,A.-C., Viadanna,P.H.O., White,Z.S., Moquin,T.L., Loeb,J.C., Goodfriend,O.F., Wilson,K.N., Lednicky,J.A., Bittar,J.H.J., Waltzek,T.B., Wisely,S.M., Subramaniam,K., Krauer,J.M.C.","University of Florida, Department of Infectious Diseases and Immunology",USA,2018,2025-04-23,ssRNA(+)
PV363049,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,serum,12232,complete,China,,Bos taurus,,"Wang,Y.S., Chang,L.L.","Northwest A&F University, College of Veterinary Medicine",China,2023,2025-04-09,ssRNA(+)
PV247157,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,11873,partial,China,,Bos taurus,,"Zhang,Y.","Nanjing Agricultural University, College of Veterinary Medicine",China,2023-09,2025-03-26,ssRNA(+)
PV168122,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1a-HLJ-2018,12470,complete,China,,Bos taurus,lung,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2018,2025-03-17,ssRNA(+)
PV168123,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1p-2020,12629,complete,China,,Bos taurus,oronasopharynx,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2020,2025-03-17,ssRNA(+)
PV207994,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12597,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-02,2025-03-16,ssRNA(+)
PV207995,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12336,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-06,2025-03-16,ssRNA(+)
PV207996,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,11941,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-06,2025-03-16,ssRNA(+)
PV207997,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12146,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-06,2025-03-16,ssRNA(+)
PV207998,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12058,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-06,2025-03-16,ssRNA(+)
PV207999,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12146,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-05,2025-03-16,ssRNA(+)
PV208000,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12083,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-06,2025-03-16,ssRNA(+)
PV208001,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12247,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-05,2025-03-16,ssRNA(+)
PV208002,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12126,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-06,2025-03-16,ssRNA(+)
PV208003,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,11407,partial,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-08,2025-03-16,ssRNA(+)
PV208004,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,11349,partial,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-09,2025-03-16,ssRNA(+)
PV208005,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,11472,partial,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-10,2025-03-16,ssRNA(+)
PV208006,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12520,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-06,2025-03-16,ssRNA(+)
PV208007,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,,12045,complete,China,,Bos taurus,,"Zhang,y.","Nanjing Agricultural University, College of Veterinary medicine",China,2023-04,2025-03-16,ssRNA(+)
PV038020,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,BVDV-1o,NM2212,12121,complete,China: Inner Mongolia,,Bos taurus,lung,"Hou,L.","Inner Mongolia Agricultural University, Veterinary Medicine",China,2022-12,2025-03-05,ssRNA(+)
PQ782221,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1d-HLJ-2024,12189,complete,China,,Bos taurus,oronasopharynx,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2024-10,2025-02-12,ssRNA(+)
PQ782222,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1m,12174,complete,China,,Bos taurus,oronasopharynx,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2024-10,2025-02-12,ssRNA(+)
PQ782223,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1m-IM-2023,12217,complete,China,,Bos taurus,oronasopharynx,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2023-10,2025-02-12,ssRNA(+)
PQ782224,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1c-IM-2018,12177,complete,China,,Bos taurus,oronasopharynx,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2018,2025-02-12,ssRNA(+)
PQ782225,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1m-IM-2018,12177,complete,China,,Bos taurus,oronasopharynx,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2018,2025-02-12,ssRNA(+)
PQ782226,GenBank,,Bovine viral diarrhea virus 1,Pestivirus bovis,,BVDV-1d-IM-2024,12218,complete,China,,Bos taurus,oronasopharynx,"Yin,X., Sun,C., Liu,J.","Harbin Veterinary Research Institute (HVRI), Livestock Infectious Diseases Research Team",China,2024,2025-02-12,ssRNA(+)
